field_1,X,name,issues,basisOfRec,year,month,day,geodeticDa,decimalLon,decimalLat,optional,left,top,right,bottom,ID,left_1,top_1,right_1,bottom_1,ID_1,left_2,top_2,right_2,bottom_2,ID_2,left_3,top_3,right_3,bottom_3,ID_3,left_4,top_4,right_4,bottom_4,ID_4,left_5,top_5,right_5,bottom_5,ID_5,left_6,top_6,right_6,bottom_6,ID_6
20347,29,Sambucus racemosa,,PRESERVED_SPECIMEN,2007,6,24,WGS84,-118.59800,36.18122,TRUE,2170437.16157,467037.29784,2171687.16157,465787.29784,118883,2169187.16157,468287.29784,2171687.16157,465787.29784,29745,2166687.16157,470787.29784,2171687.16157,465787.29784,7448,2161687.16157,470787.29784,2171687.16157,460787.29784,1868,2161687.16157,480787.29784,2181687.16157,460787.29784,486,2161687.16157,500787.29784,2201687.16157,460787.29784,131,2121687.1615699999965727,540787.2978420000290498,2201687.1615699999965727,460787.2978420000290498,33
20349,130,Solanum umbelliferum,"gass84,gdativ",PRESERVED_SPECIMEN,2007,6,1,WGS84,-118.81940,34.84444,TRUE,2152937.16157,318287.29784,2154187.16157,317037.29784,111820,2151687.16157,318287.29784,2154187.16157,315787.29784,28006,2151687.16157,320787.29784,2156687.16157,315787.29784,7091,2151687.16157,320787.29784,2161687.16157,310787.29784,1818,2141687.16157,320787.29784,2161687.16157,300787.29784,461,2121687.16157,340787.29784,2161687.16157,300787.29784,118,2121687.1615699999965727,380787.2978420000290498,2201687.1615699999965727,300787.2978420000290498,35
20350,131,Solanum umbelliferum,gass84,PRESERVED_SPECIMEN,2007,6,1,WGS84,-118.81940,34.84444,TRUE,2152937.16157,318287.29784,2154187.16157,317037.29784,111820,2151687.16157,318287.29784,2154187.16157,315787.29784,28006,2151687.16157,320787.29784,2156687.16157,315787.29784,7091,2151687.16157,320787.29784,2161687.16157,310787.29784,1818,2141687.16157,320787.29784,2161687.16157,300787.29784,461,2121687.16157,340787.29784,2161687.16157,300787.29784,118,2121687.1615699999965727,380787.2978420000290498,2201687.1615699999965727,300787.2978420000290498,35
20353,149,Solanum xanti,"cdrep,cdround",PRESERVED_SPECIMEN,2007,6,6,WGS84,-119.68870,37.56515,TRUE,2070437.16157,619537.29784,2071687.16157,618287.29784,77721,2069187.16157,620787.29784,2071687.16157,618287.29784,19404,2066687.16157,620787.29784,2071687.16157,615787.29784,4838,2061687.16157,620787.29784,2071687.16157,610787.29784,1203,2061687.16157,620787.29784,2081687.16157,600787.29784,314,2041687.16157,620787.29784,2081687.16157,580787.29784,77,2041687.1615699999965727,620787.2978420000290498,2121687.1615699999965727,540787.2978420000290498,23
20361,58,Symphoricarpos mollis,"gass84,gdativ",PRESERVED_SPECIMEN,2007,6,27,WGS84,-118.80670,34.83111,TRUE,2154187.16157,317037.29784,2155437.16157,315787.29784,112334,2154187.16157,318287.29784,2156687.16157,315787.29784,28263,2151687.16157,320787.29784,2156687.16157,315787.29784,7091,2151687.16157,320787.29784,2161687.16157,310787.29784,1818,2141687.16157,320787.29784,2161687.16157,300787.29784,461,2121687.16157,340787.29784,2161687.16157,300787.29784,118,2121687.1615699999965727,380787.2978420000290498,2201687.1615699999965727,300787.2978420000290498,35
20362,59,Symphoricarpos mollis,cdrep,PRESERVED_SPECIMEN,2007,6,28,WGS84,-118.93050,37.07428,TRUE,2139187.16157,565787.29784,2140437.16157,564537.29784,105979,2139187.16157,565787.29784,2141687.16157,563287.29784,26622,2136687.16157,565787.29784,2141687.16157,560787.29784,6655,2131687.16157,570787.29784,2141687.16157,560787.29784,1663,2121687.16157,580787.29784,2141687.16157,560787.29784,415,2121687.16157,580787.29784,2161687.16157,540787.29784,112,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
20363,87,Symphoricarpos rotundifolius,"gass84,gdativ",PRESERVED_SPECIMEN,2007,6,8,WGS84,-120.55920,39.94861,TRUE,1994187.16157,883287.29784,1995437.16157,882037.29784,46217,1994187.16157,883287.29784,1996687.16157,880787.29784,11589,1991687.16157,885787.29784,1996687.16157,880787.29784,2850,1991687.16157,890787.29784,2001687.16157,880787.29784,721,1981687.16157,900787.29784,2001687.16157,880787.29784,168,1961687.16157,900787.29784,2001687.16157,860787.29784,36,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
20364,88,Symphoricarpos rotundifolius,"gass84,gdativ",PRESERVED_SPECIMEN,2007,6,12,WGS84,-118.43930,37.12377,TRUE,2182937.16157,572037.29784,2184187.16157,570787.29784,123929,2181687.16157,573287.29784,2184187.16157,570787.29784,30988,2181687.16157,575787.29784,2186687.16157,570787.29784,7814,2181687.16157,580787.29784,2191687.16157,570787.29784,1987,2181687.16157,580787.29784,2201687.16157,560787.29784,514,2161687.16157,580787.29784,2201687.16157,540787.29784,129,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
20366,90,Symphoricarpos rotundifolius,"gass84,gdativ",PRESERVED_SPECIMEN,2007,6,8,WGS84,-120.55920,39.94861,TRUE,1994187.16157,883287.29784,1995437.16157,882037.29784,46217,1994187.16157,883287.29784,1996687.16157,880787.29784,11589,1991687.16157,885787.29784,1996687.16157,880787.29784,2850,1991687.16157,890787.29784,2001687.16157,880787.29784,721,1981687.16157,900787.29784,2001687.16157,880787.29784,168,1961687.16157,900787.29784,2001687.16157,860787.29784,36,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
20367,91,Symphoricarpos rotundifolius,"gass84,gdativ",PRESERVED_SPECIMEN,2007,6,8,WGS84,-120.55910,39.94867,TRUE,1994187.16157,883287.29784,1995437.16157,882037.29784,46217,1994187.16157,883287.29784,1996687.16157,880787.29784,11589,1991687.16157,885787.29784,1996687.16157,880787.29784,2850,1991687.16157,890787.29784,2001687.16157,880787.29784,721,1981687.16157,900787.29784,2001687.16157,880787.29784,168,1961687.16157,900787.29784,2001687.16157,860787.29784,36,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
20369,11,Vaccinium parvifolium,"cdrep,cdround",PRESERVED_SPECIMEN,2007,6,26,WGS84,-119.81790,37.75154,TRUE,2059187.16157,639537.29784,2060437.16157,638287.29784,73088,2059187.16157,640787.29784,2061687.16157,638287.29784,18368,2056687.16157,640787.29784,2061687.16157,635787.29784,4576,2051687.16157,640787.29784,2061687.16157,630787.29784,1136,2041687.16157,640787.29784,2061687.16157,620787.29784,280,2041687.16157,660787.29784,2081687.16157,620787.29784,76,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
20370,12,Vaccinium parvifolium,"cdrep,cdround",PRESERVED_SPECIMEN,2007,6,19,WGS84,-119.81590,37.74515,TRUE,2059187.16157,639537.29784,2060437.16157,638287.29784,73088,2059187.16157,640787.29784,2061687.16157,638287.29784,18368,2056687.16157,640787.29784,2061687.16157,635787.29784,4576,2051687.16157,640787.29784,2061687.16157,630787.29784,1136,2041687.16157,640787.29784,2061687.16157,620787.29784,280,2041687.16157,660787.29784,2081687.16157,620787.29784,76,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
20371,13,Vaccinium parvifolium,"cdrep,cdround",PRESERVED_SPECIMEN,2007,6,19,WGS84,-119.81590,37.74515,TRUE,2059187.16157,639537.29784,2060437.16157,638287.29784,73088,2059187.16157,640787.29784,2061687.16157,638287.29784,18368,2056687.16157,640787.29784,2061687.16157,635787.29784,4576,2051687.16157,640787.29784,2061687.16157,630787.29784,1136,2041687.16157,640787.29784,2061687.16157,620787.29784,280,2041687.16157,660787.29784,2081687.16157,620787.29784,76,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
20372,14,Vaccinium parvifolium,"cdrep,cdround",PRESERVED_SPECIMEN,2007,6,26,WGS84,-119.81790,37.75154,TRUE,2059187.16157,639537.29784,2060437.16157,638287.29784,73088,2059187.16157,640787.29784,2061687.16157,638287.29784,18368,2056687.16157,640787.29784,2061687.16157,635787.29784,4576,2051687.16157,640787.29784,2061687.16157,630787.29784,1136,2041687.16157,640787.29784,2061687.16157,620787.29784,280,2041687.16157,660787.29784,2081687.16157,620787.29784,76,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
20373,13,Vaccinium uliginosum,"gass84,gdativ",PRESERVED_SPECIMEN,2007,6,15,WGS84,-120.02260,38.87719,TRUE,2040437.16157,764537.29784,2041687.16157,763287.29784,65293,2039187.16157,765787.29784,2041687.16157,763287.29784,16262,2036687.16157,765787.29784,2041687.16157,760787.29784,4035,2031687.16157,770787.29784,2041687.16157,760787.29784,993,2021687.16157,780787.29784,2041687.16157,760787.29784,240,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
20374,14,Vaccinium uliginosum,cdrep,PRESERVED_SPECIMEN,2007,6,30,WGS84,-118.96020,37.07223,TRUE,2136687.16157,565787.29784,2137937.16157,564537.29784,104953,2136687.16157,565787.29784,2139187.16157,563287.29784,26365,2136687.16157,565787.29784,2141687.16157,560787.29784,6655,2131687.16157,570787.29784,2141687.16157,560787.29784,1663,2121687.16157,580787.29784,2141687.16157,560787.29784,415,2121687.16157,580787.29784,2161687.16157,540787.29784,112,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
20375,15,Vaccinium uliginosum,"cdrep,cdround",PRESERVED_SPECIMEN,2007,6,15,WGS84,-120.02250,38.87694,TRUE,2040437.16157,764537.29784,2041687.16157,763287.29784,65293,2039187.16157,765787.29784,2041687.16157,763287.29784,16262,2036687.16157,765787.29784,2041687.16157,760787.29784,4035,2031687.16157,770787.29784,2041687.16157,760787.29784,993,2021687.16157,780787.29784,2041687.16157,760787.29784,240,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
20376,16,Vaccinium uliginosum,cdrep,PRESERVED_SPECIMEN,2007,6,15,WGS84,-120.02260,38.87719,TRUE,2040437.16157,764537.29784,2041687.16157,763287.29784,65293,2039187.16157,765787.29784,2041687.16157,763287.29784,16262,2036687.16157,765787.29784,2041687.16157,760787.29784,4035,2031687.16157,770787.29784,2041687.16157,760787.29784,993,2021687.16157,780787.29784,2041687.16157,760787.29784,240,2001687.16157,780787.29784,2041687.16157,740787.29784,56,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
26360,29,Amelanchier alnifolia,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,19,WGS84,-119.52590,38.01379,TRUE,2085437.16157,669537.29784,2086687.16157,668287.29784,83837,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26361,30,Amelanchier alnifolia,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,24,WGS84,-119.52550,38.02648,TRUE,2085437.16157,670787.29784,2086687.16157,669537.29784,83836,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26362,31,Amelanchier alnifolia,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,19,WGS84,-119.52590,38.01379,TRUE,2085437.16157,669537.29784,2086687.16157,668287.29784,83837,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26363,115,Amelanchier utahensis,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,19,WGS84,-120.80710,40.37714,TRUE,1972937.16157,930787.29784,1974187.16157,929537.29784,37458,1971687.16157,930787.29784,1974187.16157,928287.29784,9257,1971687.16157,930787.29784,1976687.16157,925787.29784,2325,1971687.16157,930787.29784,1981687.16157,920787.29784,587,1961687.16157,940787.29784,1981687.16157,920787.29784,133,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
26364,116,Amelanchier utahensis,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,19,WGS84,-119.52590,38.01379,TRUE,2085437.16157,669537.29784,2086687.16157,668287.29784,83837,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26365,117,Amelanchier utahensis,"cdround,gass84,iddatunl",PRESERVED_SPECIMEN,2007,7,19,WGS84,-120.80710,40.37714,TRUE,1972937.16157,930787.29784,1974187.16157,929537.29784,37458,1971687.16157,930787.29784,1974187.16157,928287.29784,9257,1971687.16157,930787.29784,1976687.16157,925787.29784,2325,1971687.16157,930787.29784,1981687.16157,920787.29784,587,1961687.16157,940787.29784,1981687.16157,920787.29784,133,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
26366,118,Amelanchier utahensis,cdrep,PRESERVED_SPECIMEN,2007,7,21,WGS84,-118.91830,37.06565,TRUE,2140437.16157,564537.29784,2141687.16157,563287.29784,106493,2139187.16157,565787.29784,2141687.16157,563287.29784,26622,2136687.16157,565787.29784,2141687.16157,560787.29784,6655,2131687.16157,570787.29784,2141687.16157,560787.29784,1663,2121687.16157,580787.29784,2141687.16157,560787.29784,415,2121687.16157,580787.29784,2161687.16157,540787.29784,112,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
26377,33,Arctostaphylos nevadensis,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,24,WGS84,-119.53090,38.03151,TRUE,2084187.16157,670787.29784,2085437.16157,669537.29784,83323,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26378,34,Arctostaphylos nevadensis,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,24,WGS84,-119.53090,38.03151,TRUE,2084187.16157,670787.29784,2085437.16157,669537.29784,83323,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26379,35,Arctostaphylos nevadensis,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,24,WGS84,-119.53090,38.03151,TRUE,2084187.16157,670787.29784,2085437.16157,669537.29784,83323,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26380,108,Arctostaphylos patula,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,21,WGS84,-119.52370,38.02553,TRUE,2085437.16157,670787.29784,2086687.16157,669537.29784,83836,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26381,109,Arctostaphylos patula,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,4,WGS84,-118.44460,37.13440,TRUE,2181687.16157,573287.29784,2182937.16157,572037.29784,123415,2181687.16157,573287.29784,2184187.16157,570787.29784,30988,2181687.16157,575787.29784,2186687.16157,570787.29784,7814,2181687.16157,580787.29784,2191687.16157,570787.29784,1987,2181687.16157,580787.29784,2201687.16157,560787.29784,514,2161687.16157,580787.29784,2201687.16157,540787.29784,129,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
26382,110,Arctostaphylos patula,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,21,WGS84,-119.52370,38.02553,TRUE,2085437.16157,670787.29784,2086687.16157,669537.29784,83836,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26383,111,Arctostaphylos patula,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,21,WGS84,-119.52370,38.02553,TRUE,2085437.16157,670787.29784,2086687.16157,669537.29784,83836,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26388,127,Arctostaphylos viscida,cdrep,PRESERVED_SPECIMEN,2007,7,8,WGS84,-120.81330,38.87139,TRUE,1971687.16157,763287.29784,1972937.16157,762037.29784,37079,1971687.16157,763287.29784,1974187.16157,760787.29784,9324,1971687.16157,765787.29784,1976687.16157,760787.29784,2358,1971687.16157,770787.29784,1981687.16157,760787.29784,603,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
26391,64,Cornus sericea,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,27,WGS84,-120.53440,39.30639,TRUE,1996687.16157,812037.29784,1997937.16157,810787.29784,47300,1996687.16157,813287.29784,1999187.16157,810787.29784,11874,1996687.16157,815787.29784,2001687.16157,810787.29784,2993,1991687.16157,820787.29784,2001687.16157,810787.29784,728,1981687.16157,820787.29784,2001687.16157,800787.29784,172,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
26392,65,Cornus sericea,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,20,WGS84,-119.51550,38.01924,TRUE,2085437.16157,669537.29784,2086687.16157,668287.29784,83837,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26393,66,Cornus sericea,gass84,PRESERVED_SPECIMEN,2007,7,20,WGS84,-120.78330,40.39611,TRUE,1975437.16157,933287.29784,1976687.16157,932037.29784,38482,1974187.16157,933287.29784,1976687.16157,930787.29784,9513,1971687.16157,935787.29784,1976687.16157,930787.29784,2324,1971687.16157,940787.29784,1981687.16157,930787.29784,586,1961687.16157,940787.29784,1981687.16157,920787.29784,133,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
26394,67,Cornus sericea,cdrep,PRESERVED_SPECIMEN,2007,7,21,WGS84,-118.91830,37.06565,TRUE,2140437.16157,564537.29784,2141687.16157,563287.29784,106493,2139187.16157,565787.29784,2141687.16157,563287.29784,26622,2136687.16157,565787.29784,2141687.16157,560787.29784,6655,2131687.16157,570787.29784,2141687.16157,560787.29784,1663,2121687.16157,580787.29784,2141687.16157,560787.29784,415,2121687.16157,580787.29784,2161687.16157,540787.29784,112,2121687.1615699999965727,620787.2978420000290498,2201687.1615699999965727,540787.2978420000290498,32
26395,68,Cornus sericea,"cdround,gass84",PRESERVED_SPECIMEN,2007,7,20,WGS84,-120.78330,40.39611,TRUE,1975437.16157,933287.29784,1976687.16157,932037.29784,38482,1974187.16157,933287.29784,1976687.16157,930787.29784,9513,1971687.16157,935787.29784,1976687.16157,930787.29784,2324,1971687.16157,940787.29784,1981687.16157,930787.29784,586,1961687.16157,940787.29784,1981687.16157,920787.29784,133,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
26396,69,Cornus sericea,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,20,WGS84,-119.51550,38.01924,TRUE,2085437.16157,669537.29784,2086687.16157,668287.29784,83837,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26397,70,Cornus sericea,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,20,WGS84,-120.78330,40.39611,TRUE,1975437.16157,933287.29784,1976687.16157,932037.29784,38482,1974187.16157,933287.29784,1976687.16157,930787.29784,9513,1971687.16157,935787.29784,1976687.16157,930787.29784,2324,1971687.16157,940787.29784,1981687.16157,930787.29784,586,1961687.16157,940787.29784,1981687.16157,920787.29784,133,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
26398,71,Cornus sericea,"cdround,gass84",PRESERVED_SPECIMEN,2007,7,27,WGS84,-120.53440,39.30639,TRUE,1996687.16157,812037.29784,1997937.16157,810787.29784,47300,1996687.16157,813287.29784,1999187.16157,810787.29784,11874,1996687.16157,815787.29784,2001687.16157,810787.29784,2993,1991687.16157,820787.29784,2001687.16157,810787.29784,728,1981687.16157,820787.29784,2001687.16157,800787.29784,172,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
26399,72,Cornus sericea,"cdround,gass84,iddatunl",PRESERVED_SPECIMEN,2007,7,20,WGS84,-120.78330,40.39611,TRUE,1975437.16157,933287.29784,1976687.16157,932037.29784,38482,1974187.16157,933287.29784,1976687.16157,930787.29784,9513,1971687.16157,935787.29784,1976687.16157,930787.29784,2324,1971687.16157,940787.29784,1981687.16157,930787.29784,586,1961687.16157,940787.29784,1981687.16157,920787.29784,133,1961687.16157,940787.29784,2001687.16157,900787.29784,35,1961687.1615699999965727,940787.2978420000290498,2041687.1615699999965727,860787.2978420000290498,10
26400,73,Cornus sericea,"cdrep,cdround",PRESERVED_SPECIMEN,2007,7,20,WGS84,-119.51550,38.01924,TRUE,2085437.16157,669537.29784,2086687.16157,668287.29784,83837,2084187.16157,670787.29784,2086687.16157,668287.29784,20926,2081687.16157,670787.29784,2086687.16157,665787.29784,5215,2081687.16157,670787.29784,2091687.16157,660787.29784,1328,2081687.16157,680787.29784,2101687.16157,660787.29784,344,2081687.16157,700787.29784,2121687.16157,660787.29784,92,2041687.1615699999965727,700787.2978420000290498,2121687.1615699999965727,620787.2978420000290498,22
26401,74,Cornus sericea,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,27,WGS84,-120.53440,39.30639,TRUE,1996687.16157,812037.29784,1997937.16157,810787.29784,47300,1996687.16157,813287.29784,1999187.16157,810787.29784,11874,1996687.16157,815787.29784,2001687.16157,810787.29784,2993,1991687.16157,820787.29784,2001687.16157,810787.29784,728,1981687.16157,820787.29784,2001687.16157,800787.29784,172,1961687.16157,820787.29784,2001687.16157,780787.29784,38,1961687.1615699999965727,860787.2978420000290498,2041687.1615699999965727,780787.2978420000290498,11
26410,308,Frangula californica,"cdround,gass84",PRESERVED_SPECIMEN,2007,7,23,WGS84,-120.82000,38.89278,TRUE,1971687.16157,765787.29784,1972937.16157,764537.29784,37077,1971687.16157,765787.29784,1974187.16157,763287.29784,9323,1971687.16157,765787.29784,1976687.16157,760787.29784,2358,1971687.16157,770787.29784,1981687.16157,760787.29784,603,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
26411,309,Frangula californica,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,23,WGS84,-120.82000,38.89278,TRUE,1971687.16157,765787.29784,1972937.16157,764537.29784,37077,1971687.16157,765787.29784,1974187.16157,763287.29784,9323,1971687.16157,765787.29784,1976687.16157,760787.29784,2358,1971687.16157,770787.29784,1981687.16157,760787.29784,603,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
26412,310,Frangula californica,cdrep,PRESERVED_SPECIMEN,2007,7,8,WGS84,-120.81830,38.87306,TRUE,1971687.16157,764537.29784,1972937.16157,763287.29784,37078,1971687.16157,765787.29784,1974187.16157,763287.29784,9323,1971687.16157,765787.29784,1976687.16157,760787.29784,2358,1971687.16157,770787.29784,1981687.16157,760787.29784,603,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
26415,313,Frangula californica,"gass84,gdativ",PRESERVED_SPECIMEN,2007,7,23,WGS84,-120.82000,38.89278,TRUE,1971687.16157,765787.29784,1972937.16157,764537.29784,37077,1971687.16157,765787.29784,1974187.16157,763287.29784,9323,1971687.16157,765787.29784,1976687.16157,760787.29784,2358,1971687.16157,770787.29784,1981687.16157,760787.29784,603,1961687.16157,780787.29784,1981687.16157,760787.29784,141,1961687.16157,780787.29784,2001687.16157,740787.29784,39,1961687.1615699999965727,780787.2978420000290498,2041687.1615699999965727,700787.2978420000290498,12
